assistance_award_unique_key,award_id_fain,award_id_uri,sai_number,disaster_emergency_fund_codes,outlayed_amount_from_COVID-19_supplementals,obligated_amount_from_COVID-19_supplementals,outlayed_amount_from_IIJA_supplemental,obligated_amount_from_IIJA_supplemental,award_latest_action_date,award_latest_action_date_fiscal_year,total_obligated_amount,total_outlayed_amount,indirect_cost_federal_share_amount,total_non_federal_funding_amount,total_funding_amount,total_face_value_of_loan,total_loan_subsidy_cost,award_base_action_date,award_base_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_summary_recipient_county_fips_code,recipient_county_name,prime_award_summary_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_summary_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_summary_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_numbers_and_titles,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
ASST_NON_1174357206_073,1174357206,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-15,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,BARE ELEGANCE MANAGEMENT LLC,BARE ELEGANCE MANAGEMENT LLC,,,,USA,UNITED STATES,1947 S MYRTLE AVE,,48648,MONROVIA,06037,LOS ANGELES,06,CA,CALIFORNIA,91016,,CA-32,CA-31,,,,COUNTY-WIDE,USA,UNITED STATES,CA**037,,06037,LOS ANGELES,06,CALIFORNIA,,CA-32,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1174357206_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1188337103_073,1188337103,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-11,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,"PAUL ANDRADE,MD,FAAP","PAUL ANDRADE,MD,FAAP",,,,USA,UNITED STATES,"2101 FOREST AVENUE,SUITE 128",,68000,SAN JOSE,06085,SANTA CLARA,06,CA,CALIFORNIA,95128,,CA-18,CA-90,,,,COUNTY-WIDE,USA,UNITED STATES,CA**085,,06085,SANTA CLARA,06,CALIFORNIA,,CA-18,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1188337103_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1220427205_073,1220427205,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-15,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,BALANCE PATTERN,BALANCE PATTERN,,,,USA,UNITED STATES,112 WEST 9TH STREET,,44000,LOS ANGELES,06037,LOS ANGELES,06,CA,CALIFORNIA,90015,,CA-34,CA-90,,,,COUNTY-WIDE,USA,UNITED STATES,CA**037,,06037,LOS ANGELES,06,CALIFORNIA,,CA-34,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1220427205_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1793367208_073,1793367208,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,282476.44,282476.44,,,2020-06-06,2020,0.00,282476.44,,,0.00,277700.00,282476.44,2020-04-16,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,TRANSMODUS CORPORATION,TRANSMODUS CORPORATION,,,,USA,UNITED STATES,500 EAST ESPLANADE DRIVE,SUITE 700,54652,OXNARD,06111,VENTURA,06,CA,CALIFORNIA,93036,,CA-26,CA-26,,,,COUNTY-WIDE,USA,UNITED STATES,CA**111,,06111,VENTURA,06,CALIFORNIA,,CA-26,CA-26,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1793367208_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1799367808_073,1799367808,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-05-22,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,G DECK AND FENCE,G DECK AND FENCE,,,,USA,UNITED STATES,1250 CONTRA COSTA BOULEVARD,,57764,PLEASANT HILL,06013,CONTRA COSTA,06,CA,CALIFORNIA,94523,,CA-11,CA-10,,,,COUNTY-WIDE,USA,UNITED STATES,CA**013,,06013,CONTRA COSTA,06,CALIFORNIA,,CA-11,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1799367808_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1799557806_073,1799557806,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-05-22,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,AMERICANCRICKETRANCH,AMERICANCRICKETRANCH,,,,USA,UNITED STATES,3550 GOPHER CANYON ROAD,,82996,VISTA,06073,SAN DIEGO,06,CA,CALIFORNIA,92084,,CA-50,CA-49,,,,COUNTY-WIDE,USA,UNITED STATES,CA**073,,06073,SAN DIEGO,06,CALIFORNIA,,CA-50,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1799557806_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1799587804_073,1799587804,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-05-22,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,I.D.E.A. CONSULTING,I.D.E.A. CONSULTING,,,,USA,UNITED STATES,2108 ALAMEDA AVENUE,,18100,DAVIS,06113,YOLO,06,CA,CALIFORNIA,95616,,CA-03,CA-04,,,,COUNTY-WIDE,USA,UNITED STATES,CA**113,,06113,YOLO,06,CALIFORNIA,,CA-03,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1799587804_073/,2021-01-05 21:33:31.806653+00
ASST_NON_1883547207_073,1883547207,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-16,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,EAST WEST CAFE & RESTAURANT,EAST WEST CAFE & RESTAURANT,,,,USA,UNITED STATES,557 SUMMERFIELD ROAD,,70098,SANTA ROSA,06097,SONOMA,06,CA,CALIFORNIA,95405,,CA-05,CA-04,,,,COUNTY-WIDE,USA,UNITED STATES,CA**097,,06097,SONOMA,06,CALIFORNIA,,CA-05,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_1883547207_073/,2021-01-05 21:33:31.806653+00
ASST_NON_2053527207_073,2053527207,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-16,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,STARCO INSURANCE AGENCY INC,STARCO INSURANCE AGENCY INC,,,,USA,UNITED STATES,1905 SOUTH WESTERN AVENUE,,44000,LOS ANGELES,06037,LOS ANGELES,06,CA,CALIFORNIA,90018,,CA-34,CA-37,,,,COUNTY-WIDE,USA,UNITED STATES,CA**037,,06037,LOS ANGELES,06,CALIFORNIA,,CA-34,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2053527207_073/,2021-01-05 21:33:31.806653+00
ASST_NON_2381927208_073,2381927208,,SAI EXEMPT,O: Non-emergency P.L. 116-136|Non-emergency P.L. 116-139|Non-emergency P.L. 116-260|Non-emergency P.L. 117-2,,0.00,,,2020-06-06,2020,0.00,0.00,,,0.00,0.00,0.00,2020-04-16,2020,,,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073,Small Business Administration,7300,Small Business Administration,737010,OFC OF CAPITAL ACCESS,073-2020/2021-1154-000,073-1154,"41.0: Grants, subsidies, and contributions",0702: LOAN GUARANTEE SUBSIDY,,,SPARKLE & SHINE CLEANING,SPARKLE & SHINE CLEANING,,,,USA,UNITED STATES,4648 W AVE M10,,40130,LANCASTER,06037,LOS ANGELES,06,CA,CALIFORNIA,93536,,CA-25,CA-27,,,,COUNTY-WIDE,USA,UNITED STATES,CA**037,,06037,LOS ANGELES,06,CALIFORNIA,,CA-25,CA-90,,59.073: PAYCHECK PROTECTION LOAN PROGRAM (PPP),,,08,GUARANTEED/INSURED LOAN (F),TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.,NON,NOT RECOVERY ACT,P,INDIVIDUAL,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2381927208_073/,2021-01-05 21:33:31.806653+00
